appName,link,tags
Dota Underlords,https://store.steampowered.com/app/1046930/Dota_Underlords,"Free to Play,Strategy,Casual,Auto Battler,Multiplayer,Tactical,Turn-Based Tactics,Chess,Turn-Based,Mature,Competitive,Fantasy,Card Game,Board Game,Singleplayer,Deckbuilding,PvP,Co-op,Automation,MOBA"
Orcs Must Die! 2,https://store.steampowered.com/app/201790/Orcs_Must_Die_2,"Tower Defense,Co-op,Action,Strategy,Online Co-Op,Indie,RPG,Third Person,Adventure,Multiplayer,Third-Person Shooter,Comedy,Singleplayer,Cartoony,Shooter,Fantasy,Female Protagonist,Controller,Funny,Great Soundtrack"
"Warhammer 40,000: Boltgun",https://store.steampowered.com/app/2005010/Warhammer_40000_Boltgun,"FPS,Action,Warhammer 40K,Shooter,Pixel Graphics,Retro,Old School,First-Person,Arcade,Gore,1990's,Violent,Demons,Sci-fi,Singleplayer,Fantasy,Indie,Arena Shooter,Games Workshop"
Idle Champions of the Forgotten Realms,https://store.steampowered.com/app/627690/Idle_Champions_of_the_Forgotten_Realms,"Dungeons & Dragons,Free to Play,Strategy,Idler,Fantasy,Clicker,Adventure,Indie,Action,Management,Singleplayer,Puzzle,Casual,RPG,2D,Loot,Dungeon Crawler,Magic,LGBTQ+,Funny"
Nuclear Throne,https://store.steampowered.com/app/242680/Nuclear_Throne,"Action Roguelike,Roguelike,Indie,Pixel Graphics,Difficult,Bullet Hell,Action,Roguelite,Top-Down Shooter,Great Soundtrack,Post-apocalyptic,Shooter,Local Co-Op,Singleplayer,Top-Down,2D,Twin Stick Shooter,Perma Death,RPG,Local Multiplayer"
Beneath Oresa,https://store.steampowered.com/app/1803400/Beneath_Oresa,"Early Access,Roguelike Deckbuilder,Deckbuilding,Card Game,Strategy,Roguelike,3D,Hand-drawn,Third Person,Cyberpunk,Futuristic,Post-apocalyptic,Sci-fi,Adventure,Indie,Turn-Based Combat,Female Protagonist,Procedural Generation,Singleplayer,Roguelite"
Chained Echoes,https://store.steampowered.com/app/1229240/Chained_Echoes,"RPG,Indie,Pixel Graphics,Turn-Based,JRPG,Retro,Exploration,Turn-Based Combat,2D,Story Rich,Mechs,Anime,Fantasy,Party-Based RPG,Open World,Great Soundtrack,Character Customization,Adventure,Co-op,Singleplayer"
Poker Club,https://store.steampowered.com/app/1174460/Poker_Club,"Simulation,Sports,Indie,Card Game,Tabletop,Gambling,3D,Cinematic,First-Person,Realistic,Atmospheric,Casual,Strategy,PvP,Character Customization,Multiplayer,Singleplayer"
"Gunner, HEAT, PC!",https://store.steampowered.com/app/1705180/Gunner_HEAT_PC,"Early Access,Simulation,Tanks,Realistic,Vehicular Combat,Immersive Sim,Military,Cold War,1980s,Modern,Historical,Action,Shooter,FPS,Wargame,3D,First-Person,Third Person,Alternate History,Destruction"
Necrosmith,https://store.steampowered.com/app/1949190/Necrosmith,"Zombies,Action Roguelike,Bullet Hell,Tower Defense,Vampire,Roguelite,Strategy,2D,Top-Down,Simulation,Roguelike,Pixel Graphics,Dark Fantasy,Magic,Old School,Werewolves,Combat,Singleplayer,Exploration,Supernatural"
Automation - The Car Company Tycoon Game,https://store.steampowered.com/app/293760/Automation__The_Car_Company_Tycoon_Game,"Simulation,Management,Building,Sandbox,Strategy,Automobile Sim,Early Access,Realistic,Crafting,Indie,Education,Moddable,Science,Singleplayer,Economy,Racing,Replay Value,Immersive Sim,Physics,Choices Matter"
Legion TD 2 - Multiplayer Tower Defense,https://store.steampowered.com/app/469600/Legion_TD_2__Multiplayer_Tower_Defense,"Tower Defense,Multiplayer,Auto Battler,Strategy,Replay Value,PvP,Competitive,PvE,Online Co-Op,Co-op,Base Building,Resource Management,Fantasy,Sci-fi,Magic,3D,Mechs,Survival,2D,Medieval"
PropHunter,https://store.steampowered.com/app/1682050/PropHunter,"Early Access,Arcade,Online Co-Op,Multiplayer,PvP,Co-op,Third Person,Hidden Object,Sports,Creature Collector,Sandbox,Casual,RPG,Colorful,Family Friendly,Team-Based,Idler,3D,Cute,Comedy"
Rock of Ages 3: Make & Break,https://store.steampowered.com/app/1101360/Rock_of_Ages_3_Make__Break,"Strategy,Action,Racing,Indie,Comedy,Funny,Destruction,Multiplayer,Adventure,Casual,Puzzle,Turn-Based Strategy,Arcade,Third Person,Cartoony,Surreal,Building,PvP,Level Editor,Tower Defense"
Frozen Flame,https://store.steampowered.com/app/715400/Frozen_Flame,"Early Access,Open World Survival Craft,Adventure,Online Co-Op,Base Building,RPG,Exploration,Open World,Action,Survival,Co-op Campaign,Sandbox,Fantasy,Colorful,PvP,Building,Dark Fantasy,Crafting,Multiplayer,Hack and Slash"
The Walking Dead,https://store.steampowered.com/app/207610/The_Walking_Dead,"Zombies,Adventure,Story Rich,Point & Click,Episodic,Singleplayer,Choices Matter,Drama,Horror,Emotional,Mature,Atmospheric,Choose Your Own Adventure,Comic Book,Post-apocalyptic,Survival,Quick-Time Events,Gore,Action,Third Person"
Apex Point,https://store.steampowered.com/app/2102520/Apex_Point,"Racing,Simulation,Automobile Sim,Open World,Realistic,Multiplayer,First-Person,3D,Third Person,Singleplayer,Early Access,Indie,Driving,Choose Your Own Adventure,Exploration,PvP"
Nuclear Throne,https://store.steampowered.com/app/242680/Nuclear_Throne,"Action Roguelike,Roguelike,Indie,Pixel Graphics,Difficult,Bullet Hell,Action,Roguelite,Top-Down Shooter,Great Soundtrack,Post-apocalyptic,Shooter,Local Co-Op,Singleplayer,Top-Down,2D,Twin Stick Shooter,Perma Death,RPG,Local Multiplayer"
ALTF4,https://store.steampowered.com/app/1137460/ALTF4,"Singleplayer,Runner,3D,Physics,Survival,3D Platformer,Medieval,Third Person,Action,Platformer,Casual,Roguelike,Arcade,Action Roguelike,Exploration,Cartoony,Colorful,Adventure,Mystery,Psychological Horror"
Otherworld Legends 战魂铭人,https://store.steampowered.com/app/1761380/Otherworld_Legends,"Co-op,RPG,Action,Roguelike,Pixel Graphics,Multiplayer,Indie,Hack and Slash,Metroidvania,Roguelite,Roguevania,Underground,Dark,Retro,Combat,Perma Death,Controller,Exploration,Singleplayer,Dungeon Crawler"
Aragami 2,https://store.steampowered.com/app/1158370/Aragami_2,"Ninja,Stealth,Assassin,Online Co-Op,Co-op Campaign,Action,Action-Adventure,Stylized,Third Person,3D,Dark,Fantasy,Magic,Story Rich,Character Customization,Combat,PvE,Co-op,Multiplayer,Singleplayer"
Besiege,https://store.steampowered.com/app/346010/Besiege,"Building,Sandbox,Physics,Destruction,Puzzle,Medieval,Multiplayer,Simulation,Strategy,Science,Vehicular Combat,Third Person,Relaxing,Dark Humor,Singleplayer,Funny,Open World,LEGO,Co-op,Level Editor"
Garden of the Sea,https://store.steampowered.com/app/1086850/Garden_of_the_Sea,"Casual,Simulation,VR,Indie,Cozy,Cute,Farming,Family Friendly,Crafting,Relaxing,Farming Sim,Agriculture,Early Access,Sandbox,Base Building,Creature Collector,Exploration,Immersive Sim,Cartoony,Atmospheric"
TaleSpire,https://store.steampowered.com/app/720620/TaleSpire,"Tabletop,Level Editor,Dungeons & Dragons,RPG,Online Co-Op,Building,Board Game,Simulation,Early Access,Indie,Multiplayer,Sandbox,CRPG,Fantasy,Party-Based RPG,3D,Exploration,Third Person,Atmospheric,Dark Fantasy"
Door Kickers 2: Task Force North,https://store.steampowered.com/app/1239080/Door_Kickers_2_Task_Force_North,"Strategy,Tactical,Simulation,Action,Indie,Real Time Tactics,Top-Down,Military,Co-op,Real-Time with Pause,Level Editor,Top-Down Shooter,Early Access,Violent,Multiplayer,Gore,RTS,Singleplayer,Moddable,War"
The Light Brigade,https://store.steampowered.com/app/1579880/The_Light_Brigade,"VR,Action,Shooter,Physics,Singleplayer,First-Person,FPS,Indie,Roguelite,Atmospheric,Tactical,Violent,Roguelike,Realistic,RPG,Procedural Generation,Combat,Adventure,Souls-like,Magic"
Re-Volt,https://store.steampowered.com/app/287310/ReVolt,"Racing,Combat Racing,Arcade,PvP,Third Person,3D,Multiplayer,Retro,Controller,Singleplayer,Classic"
CUSTOM ORDER MAID 3D2 It's a Night Magic,https://store.steampowered.com/app/1097580/CUSTOM_ORDER_MAID_3D2_Its_a_Night_Magic,"Sexual Content,Nudity,Mature,Character Customization,Hentai,Anime,Simulation,NSFW,VR,Singleplayer,Adventure,Indie,3D,Visual Novel,Cute,Dating Sim,FPS,Romance,Female Protagonist,Story Rich"
War for the Overworld,https://store.steampowered.com/app/230190/War_for_the_Overworld,"Strategy,God Game,Villain Protagonist,Base Building,RTS,Management,Fantasy,Underground,Dark Comedy,Singleplayer,Building,Multiplayer,Dungeon Crawler,Funny,Indie,Level Editor,Demons,Old School,Comedy,Sandbox"
Diplomacy is Not an Option,https://store.steampowered.com/app/1272320/Diplomacy_is_Not_an_Option,"Early Access,Strategy,Tower Defense,City Builder,Colony Sim,Sandbox,War,RTS,Base Building,Medieval,Action RTS,Procedural Generation,Military,Colorful,Stylized,Building,Survival,Physics,Combat,3D"
Darkwood,https://store.steampowered.com/app/274520/Darkwood,"Horror,Survival Horror,Survival,Top-Down,Atmospheric,Dark,Open World,Indie,Singleplayer,Lovecraftian,Exploration,RPG,Adventure,Crafting,Action,Inventory Management,Psychological Horror,Gore,Building,Roguelike"
Cube Escape Collection,https://store.steampowered.com/app/1292940/Cube_Escape_Collection,"Puzzle,Point & Click,Mystery,Psychological Horror,Horror,Indie,Story Rich,Detective,Adventure,Singleplayer,Atmospheric,Escape Room,Hand-drawn,Dark,2D,Surreal,Multiple Endings,Short"
Thief Simulator,https://store.steampowered.com/app/704850/Thief_Simulator,"Simulation,Stealth,Crime,Singleplayer,Adventure,First-Person,Open World,Action,Heist,Indie,Sandbox,Realistic,Funny,RPG,Silent Protagonist,Exploration,FPS,Atmospheric,Immersive Sim,Casual"
This Is the Police 2,https://store.steampowered.com/app/785740/This_Is_the_Police_2,"Strategy,Story Rich,Singleplayer,Turn-Based,Management,Indie,Adventure,Choices Matter,Villain Protagonist,Crime,Atmospheric,Simulation,Great Soundtrack,Turn-Based Tactics,Turn-Based Strategy,Detective,Noir,Tactical"
Door Kickers 2: Task Force North,https://store.steampowered.com/app/1239080/Door_Kickers_2_Task_Force_North,"Strategy,Tactical,Simulation,Action,Indie,Real Time Tactics,Top-Down,Military,Co-op,Real-Time with Pause,Level Editor,Top-Down Shooter,Early Access,Violent,Multiplayer,Gore,RTS,Singleplayer,Moddable,War"
The Light Brigade,https://store.steampowered.com/app/1579880/The_Light_Brigade,"VR,Action,Shooter,Physics,Singleplayer,First-Person,FPS,Indie,Roguelite,Atmospheric,Tactical,Violent,Roguelike,Realistic,RPG,Procedural Generation,Combat,Adventure,Souls-like,Magic"
Urbek City Builder,https://store.steampowered.com/app/1411740/Urbek_City_Builder,"City Builder,Building,Management,Simulation,Strategy,Sandbox,Economy,Resource Management,Voxel,Political Sim,Singleplayer,Agriculture,Replay Value,Puzzle,Procedural Generation,Atmospheric,Minimalist,Family Friendly,Modern,Indie"
BLOCKPOST,https://store.steampowered.com/app/706990/BLOCKPOST,"Free to Play,FPS,Multiplayer,Pixel Graphics,Action,Shooter,First-Person,Indie,Massively Multiplayer,Building,Co-op,Early Access,Online Co-Op,Funny,Zombies,Survival,Gore,Fast-Paced,Singleplayer,Simulation"
Crush Crush,https://store.steampowered.com/app/459820/Crush_Crush,"Sexual Content,Nudity,Free to Play,Dating Sim,Anime,Hentai,Mature,Clicker,Cute,Singleplayer,Romance,Casual,Visual Novel,Funny,Comedy,Memes,NSFW,Indie,Female Protagonist,Resource Management"
Beat Hazard 3,https://store.steampowered.com/app/1493520/Beat_Hazard_3,"Early Access,Rhythm,Music,Music-Based Procedural Generation,Roguelike,Bullet Hell,Twin Stick Shooter,Indie,Action,Exploration,Shoot 'Em Up,PvP,Roguelite,Shooter,3D,Top-Down,Open World,Casual,Colorful,Tactical"
The Stanley Parable,https://store.steampowered.com/app/221910/The_Stanley_Parable,"Comedy,Narration,Indie,Walking Simulator,First-Person,Funny,Psychological,Satire,Dynamic Narration,Adventure,Exploration,Multiple Endings,Singleplayer,Choices Matter,Story Rich,Short,Surreal,Atmospheric,Puzzle,Casual"
The Jolly Gang's Misadventures in Africa / Масяня в полной Африке,https://store.steampowered.com/app/1048920/The_Jolly_Gangs_Misadventures_in_Africa,"Adventure,Indie,Casual,Point & Click,Hidden Object,Addictive,Singleplayer,Strategy"
SKYHILL,https://store.steampowered.com/app/382140/SKYHILL,"Survival,Action Roguelike,Adventure,Indie,Post-apocalyptic,Roguelike,Simulation,Zombies,RPG,2D,Atmospheric,Singleplayer,Point & Click,Crafting,Horror,Action,Turn-Based Combat,Replay Value,Difficult,Side Scroller"
Delta Force: Task Force Dagger,https://store.steampowered.com/app/32650/Delta_Force_Task_Force_Dagger,"Action,FPS,Military,First-Person"
Farming Simulator 15,https://store.steampowered.com/app/313160/Farming_Simulator_15,"Farming Sim,Automobile Sim,Simulation,Multiplayer,Open World,Agriculture,Moddable,Singleplayer,Realistic,Co-op,Relaxing,Driving,Economy,Physics,Management,Sandbox,Mod,Strategy,Online Co-Op,Family Friendly"
Diplomacy is Not an Option,https://store.steampowered.com/app/1272320/Diplomacy_is_Not_an_Option,"Early Access,Strategy,Tower Defense,City Builder,Colony Sim,Sandbox,War,RTS,Base Building,Medieval,Action RTS,Procedural Generation,Military,Colorful,Stylized,Building,Survival,Physics,Combat,3D"
IronWolf VR,https://store.steampowered.com/app/552080/IronWolf_VR,"Co-op,Submarine,Simulation,Naval Combat,Open World,VR,Action,Indie,Naval,Multiplayer,Underwater,Early Access,Asymmetric VR,Local Co-Op,Singleplayer,Action-Adventure,Immersive Sim,Co-op Campaign,Local Multiplayer,Online Co-Op"
Cube Escape Collection,https://store.steampowered.com/app/1292940/Cube_Escape_Collection,"Puzzle,Point & Click,Mystery,Psychological Horror,Horror,Indie,Story Rich,Detective,Adventure,Singleplayer,Atmospheric,Escape Room,Hand-drawn,Dark,2D,Surreal,Multiple Endings,Short"
Yet Another Zombie Defense HD,https://store.steampowered.com/app/674750/Yet_Another_Zombie_Defense_HD,"Zombies,Violent,Top-Down Shooter,Gore,Tower Defense,Strategy,Shooter,Arena Shooter,Base Building,Twin Stick Shooter,Isometric,Action,Survival,Co-op,Multiplayer,Indie,Online Co-Op,Local Multiplayer,4 Player Local,Local Co-Op"
Blood™ Fresh Supply,https://store.steampowered.com/app/1010750/Blood_Fresh_Supply,"FPS,Classic,Gore,Retro,Violent,Blood,Horror,First-Person,Action,Shooter,1990's,Cult Classic,Old School,Singleplayer,Pixel Graphics,2.5D,Dark,Atmospheric,Co-op,Difficult"
Element TD 2 - Tower Defense,https://store.steampowered.com/app/1018830/Element_TD_2__Tower_Defense,"Tower Defense,Strategy,Real Time Tactics,Multiplayer,Co-op,Replay Value,PvE,PvP,Competitive,RTS,Character Customization,Team-Based,Singleplayer,Fantasy,Magic,Tactical,Score Attack,Building,Online Co-Op,3D"
DYSMANTLE,https://store.steampowered.com/app/846770/DYSMANTLE,"Survival,Open World,Crafting,Zombies,RPG,Adventure,Base Building,Exploration,Action,Destruction,Top-Down,Indie,Dystopian,Fishing,Hunting,Sandbox,Loot,Agriculture,Simulation,Atmospheric"
Doki Doki Literature Club Plus!,https://store.steampowered.com/app/1388880/Doki_Doki_Literature_Club_Plus,"Psychological Horror,Visual Novel,Anime,Dating Sim,Sexual Content,Cute,Romance,Story Rich,Multiple Endings,Gore,Singleplayer,2D,Interactive Fiction,Violent,Text-Based,Conversation,Dark Humor,Casual,Indie,Choose Your Own Adventure"
Chernobylite Enhanced Edition,https://store.steampowered.com/app/1016800/Chernobylite_Enhanced_Edition,"Post-apocalyptic,Survival,Horror,RPG,Atmospheric,Adventure,Singleplayer,Exploration,Survival Horror,First-Person,Simulation,Sci-fi,Base Building,Stealth,Action-Adventure,Crafting,Realistic,Supernatural,Nonlinear,Indie"
Biped,https://store.steampowered.com/app/1071870/Biped,"Level Editor,Funny,Indie,Physics,Parkour,Open World,Comedy,Action-Adventure,Co-op,Puzzle,Adventure,Sandbox,Action,Atmospheric,Puzzle Platformer,Local Multiplayer,Multiplayer,Casual,Futuristic,Singleplayer"
The Magic Circle,https://store.steampowered.com/app/323380/The_Magic_Circle,"Adventure,Indie,Puzzle,Story Rich,Simulation,Action,First-Person,Satire,Strategy,Comedy,Singleplayer,Programming,Walking Simulator,Exploration"
Sign of Silence,https://store.steampowered.com/app/1346070/Sign_of_Silence,"Horror,Co-op,Multiplayer,Atmospheric,Singleplayer,Action,4 Player Local,Dark,Adventure,First-Person,Lovecraftian,Character Customization,Multiple Endings,Online Co-Op,Psychological Horror,Local Co-Op,Survival Horror,Action-Adventure,Indie,Local Multiplayer"
Milk inside a bag of milk inside a bag of milk,https://store.steampowered.com/app/1392820/Milk_inside_a_bag_of_milk_inside_a_bag_of_milk,"Visual Novel,Psychological Horror,Horror,Experimental,Abstract,Adventure,Interactive Fiction,Psychological,Text-Based,Anime,Drama,Retro,Philosophical,Emotional,Pixel Graphics,Story Rich,Singleplayer,Indie,LGBTQ+,Perma Death"
Tales of Maj'Eyal,https://store.steampowered.com/app/259680/Tales_of_MajEyal,"Traditional Roguelike,Roguelike,Dungeon Crawler,Perma Death,Turn-Based,Difficult,RPG,Procedural Generation,2D,Top-Down,Fantasy,Open World,Tactical,Loot,Moddable,Adventure,Singleplayer,Indie,Replay Value,Character Customization"
Bendy and the Ink Machine,https://store.steampowered.com/app/622650/Bendy_and_the_Ink_Machine,"Horror,First-Person,Singleplayer,Puzzle,Cartoony,Survival Horror,Cartoon,Dark,Mystery,Indie,Story Rich,Action,Great Soundtrack,Atmospheric,Adventure,Psychological Horror,Violent,Funny,Cute,Free to Play"
Automobilista 2,https://store.steampowered.com/app/1066890/Automobilista_2,"Racing,Simulation,Sports,VR,Automobile Sim,Driving,Realistic"
Wildermyth,https://store.steampowered.com/app/763890/Wildermyth,"Party-Based RPG,Choices Matter,Story Rich,Turn-Based Tactics,Character Customization,Procedural Generation,Fantasy,Tactical RPG,Roguelite,Hand-drawn,Turn-Based Strategy,Emotional,RPG,Turn-Based,Comic Book,Moddable,Indie,Strategy,Singleplayer,2.5D"
Retrowave,https://store.steampowered.com/app/1239690/Retrowave,"Racing,Indie,1980s,Casual,Retro,Simulation,Action,Music,Relaxing,Cyberpunk,1990's,Great Soundtrack,Singleplayer,Arcade,Futuristic,Psychedelic,Runner,Surreal,Atmospheric,Addictive"
Imperator: Rome,https://store.steampowered.com/app/859580/Imperator_Rome,"Strategy,Grand Strategy,Simulation,Rome,Historical,Political Sim,Singleplayer,Political,Management,Multiplayer,Economy,War,Politics,Moddable,Real-Time with Pause,Open World,Early Access,Sandbox,Choices Matter,Alternate History"
Farmer's Life,https://store.steampowered.com/app/1137750/Farmers_Life,"Early Access,Sandbox,Comedy,Simulation,Farming Sim,Casual,Action,First-Person,Immersive Sim,Indie,Singleplayer,Realistic,Education,Agriculture,Life Sim,Building,Funny,Adventure,Open World,RPG"
Outer Wilds,https://store.steampowered.com/app/753640/Outer_Wilds,"Exploration,Space,Mystery,Story Rich,Adventure,Atmospheric,Great Soundtrack,Puzzle,Open World,Singleplayer,Indie,Sci-fi,First-Person,Horror,Beautiful,Epic,Psychological Horror,Simulation,3D,Action"
Bio Inc. Redemption,https://store.steampowered.com/app/612470/Bio_Inc_Redemption,"Medical Sim,Simulation,Strategy,Indie,Gore,Singleplayer,Difficult,Multiplayer,Atmospheric,Outbreak Sim,Sandbox,Early Access,RTS,Education,Post-apocalyptic,Zombies"
Ghost Exorcism INC.,https://store.steampowered.com/app/1618540/Ghost_Exorcism_INC,"Multiplayer,Online Co-Op,Supernatural,Investigation,Horror,Atmospheric,Singleplayer,Dark,Artificial Intelligence,Survival Horror,Detective,Science,Mystery,Foreign,Realistic,Demons,Thriller,Action,Early Access,3D"
Симулятор Прыгания по Гаражам,https://store.steampowered.com/app/1529710/_,"Simulation,Memes,Comedy,First-Person,Realistic,Action,3D,Singleplayer,1990's,Walking Simulator,Immersive Sim,Life Sim,Emotional,Parkour,Artificial Intelligence,Linear,Conversation"
Storyteller,https://store.steampowered.com/app/1624540/Storyteller,"Puzzle,Interactive Fiction,Adventure,Point & Click,2D,Hand-drawn,Fantasy,Mystery,Romance,Singleplayer,LGBTQ+,Casual,Nonlinear,Choices Matter,Cartoony,Sandbox,Dragons,Visual Novel,Choose Your Own Adventure,Multiple Endings"
Meadow,https://store.steampowered.com/app/486310/Meadow,"Cute,Massively Multiplayer,Open World,Relaxing,Adventure,Multiplayer,Indie,Atmospheric,Exploration,Great Soundtrack,Casual,Walking Simulator,Nature,Family Friendly,Simulation,RPG,Beautiful,Colorful,Co-op,Sandbox"
I hate this game,https://store.steampowered.com/app/976010/I_hate_this_game,"Indie,Puzzle,Pixel Graphics,Great Soundtrack,Logic,2D,Minimalist,Puzzle Platformer,Singleplayer,Funny,Platformer,Memes,Hacking,Experimental,Short,Difficult,Comedy,Programming,Dark Humor,Casual"
METAL SLUG,https://store.steampowered.com/app/366250/METAL_SLUG,"Action,Arcade,2D,Retro,Shoot 'Em Up,Co-op,Classic,Multiplayer,Side Scroller,Local Multiplayer,Shooter,Pixel Graphics,Local Co-Op,Funny,Platformer,Singleplayer,Adventure,Fast-Paced,Cartoony,Great Soundtrack"
Creepy Tale 2,https://store.steampowered.com/app/1550510/Creepy_Tale_2,"Dark,Horror,Singleplayer,Indie,Narration,Drama,Escape Room,Puzzle,Side Scroller,Point & Click,Mystery,Action-Adventure,Lore-Rich,2D,Story Rich,Hand-drawn,Atmospheric,Adventure,RPG,2D Platformer"
Ghostrunner,https://store.steampowered.com/app/1139900/Ghostrunner,"Action,Cyberpunk,Fast-Paced,First-Person,Difficult,Swordplay,Singleplayer,Futuristic,Violent,Hack and Slash,Sci-fi,Great Soundtrack,Action-Adventure,Combat,Adventure,Fighting,Post-apocalyptic,Strategy,Shooter,Interactive Fiction"
Tap Craft,https://store.steampowered.com/app/2418720/Tap_Craft,"Casual,Simulation,Strategy,City Builder,Colony Sim,Farming Sim,Sandbox,Exploration,2D,Cute,Pixel Graphics,Top-Down,Atmospheric,Building,Cooking,Crafting,Fantasy,Historical,Medieval,Nature"
Pure Hold'em,https://store.steampowered.com/app/322950/Pure_Holdem,"Sports,Indie,Simulation,Strategy,Casual,Multiplayer,Gambling,Card Game"
TRYP FPV : The Drone Racer Simulator,https://store.steampowered.com/app/1881200/TRYP_FPV__The_Drone_Racer_Simulator,"Simulation,Racing,Sports,Realistic,First-Person,Early Access,Third Person,Indie,Singleplayer"
TT Isle Of Man: Ride on the Edge 3,https://store.steampowered.com/app/1924170/TT_Isle_Of_Man_Ride_on_the_Edge_3,"Racing,Simulation,Motorbike,Realistic,Physics,Artificial Intelligence,eSports,Driving,Singleplayer,Multiplayer,Atmospheric,Exploration,Sports,Third Person,First-Person,Action,Automobile Sim"
Help Will Come Tomorrow,https://store.steampowered.com/app/1119600/Help_Will_Come_Tomorrow,"Adventure,Survival,Simulation,Resource Management,Strategy,Story Rich,Historical,Atmospheric,2D,Narration,Choices Matter,Political,Unforgiving,Exploration,Roguelike,Management,Turn-Based Strategy,Roguelite,Immersive Sim,Open World Survival Craft"
- Arcane Raise -,https://store.steampowered.com/app/603750/_Arcane_Raise,"Adventure,RPG,Strategy,Casual,RPGMaker,JRPG,Indie,Fantasy,Story Rich"
DRIFT21,https://store.steampowered.com/app/520950/DRIFT21,"Racing,Simulation,Automobile Sim,Driving,Multiplayer,Sports,Realistic,Singleplayer,Building,Indie,First-Person,Atmospheric,Management,Physics,Early Access,Third Person,Family Friendly,Action,Relaxing,Casual"
Hot Lava,https://store.steampowered.com/app/382560/Hot_Lava,"Precision Platformer,3D Platformer,Parkour,Racing,Exploration,Time Attack,First-Person,PvP,Difficult,Platformer,Female Protagonist,Multiplayer,Action,Adventure,Nostalgia,1990's,Singleplayer,Fast-Paced,Indie,Great Soundtrack"
Fruit Ninja VR,https://store.steampowered.com/app/486780/Fruit_Ninja_VR,"VR,Swordplay,Action,Memes,Physics,Simulation,Singleplayer,Cartoony,Casual,First-Person,Colorful,Family Friendly,Ninja,Combat,Score Attack,3D,Fighting,Sports,Free to Play,Hack and Slash"
Evospace,https://store.steampowered.com/app/1013540/Evospace,"Early Access,Simulation,Indie,Crafting,Adventure,Base Building,Sandbox,Open World,Building,Procedural Generation,Exploration,Automation,Voxel,Idler,First-Person,3D,Realistic,Futuristic,Mechs,Singleplayer"
Indivisible,https://store.steampowered.com/app/421170/Indivisible,"RPG,Indie,Action,Female Protagonist,Platformer,Anime,Hand-drawn,Metroidvania,2D,Turn-Based Combat,Side Scroller,Singleplayer,Great Soundtrack,Action RPG,Fantasy,JRPG,Cute,Colorful,Story Rich,Local Co-Op"
Poker Championship,https://store.steampowered.com/app/1138190/Poker_Championship,"Free to Play,Massively Multiplayer,Indie,Sports,Multiplayer,Gambling,Card Game,Simulation,Strategy"
Barony,https://store.steampowered.com/app/371970/Barony,"Action Roguelike,Dungeon Crawler,RPG,Co-op,First-Person,Indie,Adventure,Roguelike,Action,Pixel Graphics,Multiplayer,Difficult,Roguelite,Voxel,Fantasy,Online Co-Op,Violent,FPS,Singleplayer,Procedural Generation"
NecroVisioN: Lost Company,https://store.steampowered.com/app/46250/NecroVisioN_Lost_Company,"Action,Gore,FPS,Violent,World War I,Zombies,Horror,First-Person,Shooter"
Syberia,https://store.steampowered.com/app/46500/Syberia,"Adventure,Point & Click,Puzzle,Female Protagonist,Casual,Steampunk,Atmospheric,Story Rich,Mystery,Classic,Singleplayer,Escape Room,Great Soundtrack,Beautiful,Third Person,Sci-fi,Hidden Object,2.5D,Nostalgia"
Scarlet Tower,https://store.steampowered.com/app/2181720/Scarlet_Tower,"Early Access,Action Roguelike,Vampire,Pixel Graphics,Dark Fantasy,Roguelike,Bullet Hell,Survival,Hand-drawn,RPG,Action,Demons,Casual,2D,Zombies,Medieval,Gothic,Combat,Procedural Generation,Singleplayer"
POSTAL Redux,https://store.steampowered.com/app/401680/POSTAL_Redux,"Online Co-Op,Multiplayer,Singleplayer,Gore,Co-op Campaign,Violent,Co-op,Top-Down,Fast-Paced,Horror,Pixel Graphics,Dark Humor,Psychological Horror,Top-Down Shooter,Dark Comedy,Isometric,Action,Surreal,Twin Stick Shooter,Shooter"
The Blackout Club,https://store.steampowered.com/app/599080/The_Blackout_Club,"Horror,Indie,Action,Co-op,Multiplayer,Simulation,Psychological Horror,First-Person,Stealth,Online Co-Op,Survival,Survival Horror,Early Access,Procedural Generation,Atmospheric,Singleplayer,Story Rich"
60 Seconds! Reatomized,https://store.steampowered.com/app/1012880/60_Seconds_Reatomized,"Strategy,Survival,Post-apocalyptic,Simulation,Choices Matter,Casual,Singleplayer,Adventure,Indie,Choose Your Own Adventure,Comedy,Dark Comedy,Funny,Point & Click,Difficult,Remake,Text-Based,Roguelite,Horror,Cartoon"
Gothic® 3,https://store.steampowered.com/app/39500/Gothic_3,"RPG,Open World,Fantasy,Action,Singleplayer,Atmospheric,Third Person,Medieval,Gothic,Adventure,Great Soundtrack,Story Rich,Magic,Action RPG,Sandbox,Classic,First-Person,Dark Fantasy,Replay Value,Exploration"
Battle Ram,https://store.steampowered.com/app/1262060/Battle_Ram,"Spectacle fighter,Bullet Hell,Robots,Perma Death,Difficult,Cute,Top-Down,Action,Simulation,Colorful,Hand-drawn,Stylized,Casual,Atmospheric,Indie,Soundtrack,Adventure,2D,Addictive,Great Soundtrack"
Shadowverse CCG,https://store.steampowered.com/app/453480/Shadowverse_CCG,"Free to Play,Card Battler,Trading Card Game,Deckbuilding,Anime,Card Game,Strategy,Multiplayer,Sexual Content,Fantasy,Nudity,Turn-Based,Singleplayer,PvP,Competitive,Cute,Casual,RPG,Adventure,JRPG"
