appName,link,tags
Doomsday: Last Survivors,https://store.steampowered.com/app/2439510/Doomsday_Last_Survivors,"Strategy,4X,Strategy RPG,Real Time Tactics,Wargame,Massively Multiplayer,2D,Zombies,Futuristic,Survival,Story Rich,RPG,Violent,Base Building,PvP,Co-op"
Hotline Miami 2: Wrong Number,https://store.steampowered.com/app/274170/Hotline_Miami_2_Wrong_Number,"Great Soundtrack,Gore,Pixel Graphics,Violent,Action,Fast-Paced,Difficult,Retro,Top-Down,1980s,Indie,Singleplayer,Atmospheric,Top-Down Shooter,Blood,2D,Shooter,Level Editor,Arcade,1990's"
Ravenswatch,https://store.steampowered.com/app/2071280/Ravenswatch,"Roguelite,Indie,Co-op,Action,Roguelike,Singleplayer,Action Roguelike,Difficult,Atmospheric,Online Co-Op,Early Access,Dark Fantasy,Adventure,Replay Value,Hack and Slash,Procedural Generation,Top-Down,Exploration,Dark,Fast-Paced"
Day of Dragons,https://store.steampowered.com/app/1088090/Day_of_Dragons,"Simulation,Dragons,Survival,Indie,Early Access,Multiplayer,RPG,Open World,Sandbox,Fantasy,Flight,Exploration,PvP,Immersive Sim,Survival Horror,3D,Tactical RPG,First-Person,Realistic,Third Person"
Friends vs Friends,https://store.steampowered.com/app/1785150/Friends_vs_Friends,"Deckbuilding,First-Person,3D,Arena Shooter,Old School,PvP,Team-Based,Strategy,Platformer,Combat,FPS,Shooter,Multiplayer,Destruction,Action,Co-op,Online Co-Op,Indie,Retro,Voxel"
Hotline Miami,https://store.steampowered.com/app/219150/Hotline_Miami,"Great Soundtrack,Violent,Action,Indie,Top-Down,Pixel Graphics,1980s,Fast-Paced,Gore,Retro,Psychedelic,Difficult,Singleplayer,Surreal,Shooter,2D,Top-Down Shooter,Atmospheric,Addictive,Music"
Just Die Already,https://store.steampowered.com/app/979070/Just_Die_Already,"Open World,Sandbox,Multiplayer,Adventure,Simulation,Indie,Gore,Violent,Comedy,Funny,Shooter,Nudity,Online Co-Op,Co-op,Third Person,3D,Singleplayer,Sexual Content,Perma Death,Free to Play"
Totally Accurate Battle Simulator,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator,"Sandbox,Simulation,Funny,Physics,Singleplayer,War,Indie,Adventure,Realistic,Strategy,Colorful,Fantasy,3D,Comedy,Action,Historical,Family Friendly,Cute,Wargame,Memes"
Stronghold Crusader HD,https://store.steampowered.com/app/40970/Stronghold_Crusader_HD,"Real Time Tactics,City Builder,Colony Sim,Medieval,Building,Base Building,Sandbox,War,Management,Military,Economy,RTS,Real-Time,Strategy,Isometric,Open World,Resource Management,Historical,2D,Simulation"
Lies of P,https://store.steampowered.com/app/1627720/Lies_of_P,"Souls-like,Action,Action RPG,Exploration,3D,Adventure,Dark Fantasy,Third Person,Dark,Story Rich,Atmospheric,RPG,Singleplayer,Steampunk,Multiple Endings,Choices Matter,Violent,Replay Value,Gothic,Open World"
Idling to Rule the Gods,https://store.steampowered.com/app/466170/Idling_to_Rule_the_Gods,"Free to Play,Indie,Simulation,Casual,Singleplayer,Text-Based,Strategy,God Game,Clicker,Management,Fantasy,Anime,RPG,Time Management,2D,Mythology,Funny,Sci-fi,Supernatural,Minimalist"
Atlas Fallen,https://store.steampowered.com/app/1230530/Atlas_Fallen,"Action,Adventure,Action RPG,Action-Adventure,Exploration,3D,Cinematic,Demons,Fantasy,Online Co-Op,Loot,Magic,Mystery,Supernatural,Singleplayer,Combat,Female Protagonist,Narration,Story Rich,RPG"
Wolfpack,https://store.steampowered.com/app/490920/Wolfpack,"Simulation,Naval Combat,Submarine,World War II,Co-op,Early Access,Multiplayer,Underwater,Naval,Realistic,Singleplayer,Online Co-Op,First-Person,Historical,Military,War,Action,Atmospheric"
GROUND BRANCH,https://store.steampowered.com/app/16900/GROUND_BRANCH,"Tactical,Realistic,Military,FPS,Shooter,Simulation,Multiplayer,Singleplayer,Action,Co-op,First-Person,Gun Customization,Indie,Early Access,Online Co-Op,War,Team-Based,Strategy,Atmospheric,Sandbox"
Infinite Lagrange,https://store.steampowered.com/app/1755920/Infinite_Lagrange,"Strategy,Massively Multiplayer,Simulation,Space,3D,Base Building,Multiplayer,Space Sim,MOBA,Free to Play"
Dune: Spice Wars,https://store.steampowered.com/app/1605220/Dune_Spice_Wars,"Early Access,Management,Singleplayer,Sci-fi,Strategy,4X,Simulation,RTS,Grand Strategy,Real Time Tactics,Building,Tactical,Economy,War,Diplomacy,Multiplayer,Co-op,Base Building,PvE,PvP"
War Selection,https://store.steampowered.com/app/1022450/War_Selection,"Strategy,Base Building,Free to Play,RTS,Multiplayer,Military,Massively Multiplayer,War,Online Co-Op,PvP,Singleplayer,Survival,Historical,Co-op,Management,Indie,PvE,Early Access,Atmospheric,Replay Value"
The Lord of the Rings: Gollum™,https://store.steampowered.com/app/1265780/The_Lord_of_the_Rings_Gollum,"Adventure,Fantasy,Story Rich,Lore-Rich,Action,Choices Matter,Singleplayer,Cinematic,Puzzle,3D Platformer,RPG,3D,Third Person,Villain Protagonist,Combat,Dark Fantasy,Open World,Interactive Fiction,Platformer,Exploration"
Ravenfield,https://store.steampowered.com/app/636480/Ravenfield,"FPS,War,Singleplayer,Shooter,Action,Military,First-Person,Sandbox,Early Access,Funny,Team-Based,Tactical,Strategy,Indie,Physics,Simulation,Moddable,Realistic,Atmospheric,Adventure"
Gravity Circuit,https://store.steampowered.com/app/858710/Gravity_Circuit,"Action,Indie,Platformer,2D,Pixel Graphics,Singleplayer,Robots,Controller,2D Platformer,Fast-Paced,Retro,Side Scroller,Metroidvania,Beat 'em up,Superhero,Great Soundtrack,Sci-fi,Soundtrack,Level Editor"
No Man's Sky,https://store.steampowered.com/app/275850/No_Mans_Sky,"Open World,Open World Survival Craft,Space,Exploration,Sci-fi,Survival,Procedural Generation,Adventure,First-Person,Sandbox,Singleplayer,Multiplayer,Atmospheric,Crafting,Space Sim,Indie,Action,Simulation,FPS,VR"
Frontier Hunter: Erza’s Wheel of Fortune,https://store.steampowered.com/app/1429500/Frontier_Hunter_Erzas_Wheel_of_Fortune,"Early Access,Metroidvania,Anime,Action,Exploration,RPG,Female Protagonist,Action RPG,JRPG,Action-Adventure,Souls-like,Side Scroller,Adventure,2D Platformer,Platformer,Dungeon Crawler,Open World,Story Rich,Hack and Slash,Cute"
Tricky Towers,https://store.steampowered.com/app/437920/Tricky_Towers,"Party Game,Puzzle,Multiplayer,Physics,Casual,Building,Funny,Family Friendly,Arcade,Cartoony,Local Multiplayer,4 Player Local,Online Co-Op,Singleplayer,Local Co-Op,PvP,Strategy,Party,Colorful,Stylized"
IdleOn - The Idle MMO,https://store.steampowered.com/app/1476970/IdleOn__The_Idle_MMO,"Idler,Management,Pixel Graphics,MMORPG,Crafting,RPG,Clicker,Resource Management,Sandbox,Massively Multiplayer,Casual,Simulation,Indie,Free to Play,Multiplayer,Character Customization,Early Access,Old School,Anime,PvE"
OMORI,https://store.steampowered.com/app/1150690/OMORI,"Psychological Horror,Story Rich,Pixel Graphics,Indie,Great Soundtrack,RPG,Multiple Endings,Hand-drawn,RPGMaker,Horror,Colorful,2D,Turn-Based,Atmospheric,Party-Based RPG,Exploration,JRPG,Anime,Stylized,Fantasy"
Zup! S,https://store.steampowered.com/app/617670/Zup_S,"Puzzle,Casual,Indie,2D,Physics,Relaxing,Singleplayer,Minimalist,Short,Fast-Paced,Cute,Trading Card Game,Strategy,Logic,Psychological Horror,Difficult,Action,Education,Horror,Beautiful"
ROUNDS,https://store.steampowered.com/app/1557740/ROUNDS,"Multiplayer,Fighting,Local Multiplayer,2D Fighter,Deckbuilding,Action,Roguelite,Indie,Physics,Card Battler,2D,Roguelike Deckbuilder,PvP,Card Game,Platformer,Side Scroller,Party Game,2D Platformer,Arcade,Twin Stick Shooter"
Realm of the Mad God Exalt,https://store.steampowered.com/app/200210/Realm_of_the_Mad_God_Exalt,"Pixel Graphics,Action Roguelike,Roguelike,Perma Death,Roguelite,MMORPG,Difficult,Indie,Free to Play,Action RPG,2D,Bullet Hell,RPG,Action,Massively Multiplayer,Multiplayer,Co-op,Adventure,Online Co-Op,Fantasy"
PlanetSide 2,https://store.steampowered.com/app/218230/PlanetSide_2,"Free to Play,FPS,Massively Multiplayer,Shooter,Action,Open World,Multiplayer,Team-Based,Sci-fi,Tactical,War,First-Person,PvP,Futuristic,Co-op,Online Co-Op,Strategy,Space,Adventure,RPG"
ABZU,https://store.steampowered.com/app/384190/ABZU,"Relaxing,Atmospheric,Underwater,Exploration,Great Soundtrack,Adventure,Singleplayer,Casual,Colorful,Indie,Beautiful,Fantasy,Family Friendly,Short,Open World,Story Rich,Third Person,Simulation,Walking Simulator,Controller"
Necesse,https://store.steampowered.com/app/1169040/Necesse,"Open World Survival Craft,Survival,Sandbox,Base Building,Building,Open World,Crafting,Adventure,Action,Early Access,Strategy,City Builder,Multiplayer,Singleplayer,Co-op,Exploration,2D,Online Co-Op,Atmospheric,Replay Value"
The Riftbreaker,https://store.steampowered.com/app/780310/The_Riftbreaker,"Base Building,Tower Defense,Survival,Strategy,Hack and Slash,Crafting,Resource Management,Sci-fi,Building,Action RPG,Adventure,Exploration,RPG,Isometric,Simulation,Sandbox,Loot,Action,Atmospheric,Mechs"
Farming Simulator 17,https://store.steampowered.com/app/447020/Farming_Simulator_17,"Farming Sim,Simulation,Automobile Sim,Multiplayer,Agriculture,Open World,Realistic,Economy,Driving,Moddable,Singleplayer,Management,First-Person,Co-op,Online Co-Op,Family Friendly,Third Person,Sandbox,Strategy,Great Soundtrack"
Gothic 1,https://store.steampowered.com/app/65540/Gothic_1,"RPG,Open World,Classic,Atmospheric,Singleplayer,Fantasy,Gothic,Third Person,Action,Medieval,Adventure,Story Rich,Dark Fantasy,Magic,Great Soundtrack,Action RPG,Retro,Difficult,Choices Matter,Nostalgia"
NEEDY STREAMER OVERLOAD,https://store.steampowered.com/app/1451940/NEEDY_STREAMER_OVERLOAD,"Psychological Horror,Sexual Content,Anime,Visual Novel,Cute,Pixel Graphics,Multiple Endings,Point & Click,2D,Psychological,Choose Your Own Adventure,Psychedelic,Dark Humor,Colorful,Story Rich,Adventure,Singleplayer,Text-Based,Conversation,Hentai"
No One Survived,https://store.steampowered.com/app/1963370/No_One_Survived,"Early Access,Survival,Open World,Survival Horror,Zombies,Multiplayer,Exploration,Post-apocalyptic,Crafting,Third Person,Singleplayer,Adventure,3D,Co-op,Building,Online Co-Op,Sandbox,First-Person,RPG,Gore"
Cruelty Squad,https://store.steampowered.com/app/1388770/Cruelty_Squad,"Capitalism,Immersive Sim,Surreal,FPS,Psychological Horror,Cyberpunk,Shooter,Psychedelic,First-Person,Stealth,Lore-Rich,Dark Humor,Stylized,Dystopian,Action,Post-apocalyptic,Assassin,Tactical,Retro,Simulation"
Trine 3: The Artifacts of Power,https://store.steampowered.com/app/319910/Trine_3_The_Artifacts_of_Power,"Puzzle Platformer,3D Platformer,Adventure,Co-op,Action,Fantasy,Controller,Puzzle,Local Co-Op,Platformer,Indie,Atmospheric,Multiplayer,Short,Physics,Local Multiplayer,3D Vision,Singleplayer,RPG,2.5D"
Steel Division 2,https://store.steampowered.com/app/919640/Steel_Division_2,"Strategy,RTS,World War II,Military,War,Singleplayer,Simulation,Multiplayer,Indie,Historical,Tactical,Grand Strategy,Realistic,Co-op,Wargame,Turn-Based Strategy,Real-Time with Pause,Sandbox,Moddable,Replay Value"
A Hero's Rest,https://store.steampowered.com/app/2016080/A_Heros_Rest,"Early Access,City Builder,Medieval,Simulation,Strategy,Resource Management,Time Management,Crafting,Colony Sim,Base Building,Building,Inventory Management,Character Customization,Stylized,Top-Down,Management,Economy,Fantasy,Immersive Sim,Strategy RPG"
BETON BRUTAL,https://store.steampowered.com/app/2330500/BETON_BRUTAL,"3D Platformer,Parkour,Precision Platformer,Atmospheric,Casual,Exploration,Post-apocalyptic,Platformer,3D,Indie,Psychological Horror,Realistic,Nature,Singleplayer,Linear,Difficult,Horror,Physics"
Knights of Honor II: Sovereign,https://store.steampowered.com/app/736820/Knights_of_Honor_II_Sovereign,"Strategy,Simulation,Medieval,Grand Strategy,RTS,Historical,Multiplayer,Singleplayer,4X,Sandbox"
Succubus Prison,https://store.steampowered.com/app/2300920/Succubus_Prison,"RPG,JRPG,Sexual Content,2D,Singleplayer,Anime,Hentai,Nudity,Indie,NSFW"
BONEWORKS,https://store.steampowered.com/app/823500/BONEWORKS,"VR,Physics,Action,Sandbox,Shooter,Singleplayer,Adventure,Puzzle,Great Soundtrack,First-Person,Simulation,Realistic,FPS,Indie,Violent,Horror,Parkour,Sci-fi,Gore,Funny"
This War of Mine,https://store.steampowered.com/app/282070/This_War_of_Mine,"Survival,War,Atmospheric,Singleplayer,Strategy,Choices Matter,Simulation,Crafting,Base Building,Resource Management,Story Rich,Management,Indie,Post-apocalyptic,Emotional,Realistic,Drama,Psychological,Stealth,2.5D"
Magicka,https://store.steampowered.com/app/42910/Magicka,"Comedy,Co-op,Action,Fantasy,Online Co-Op,Magic,RPG,Multiplayer,Adventure,Funny,Local Co-Op,4 Player Local,Indie,Local Multiplayer,Difficult,Singleplayer,Team-Based,Action RPG,Arcade,Strategy"
Keep Talking and Nobody Explodes,https://store.steampowered.com/app/341800/Keep_Talking_and_Nobody_Explodes,"Co-op,Puzzle,Local Co-Op,Multiplayer,VR,Indie,Local Multiplayer,Difficult,Team-Based,Family Friendly,Funny,Fast-Paced,First-Person,Simulation,Asymmetric VR,Party Game,Action,Party,Atmospheric,Strategy"
West Hunt,https://store.steampowered.com/app/1570330/West_Hunt,"Social Deduction,Party Game,PvP,Multiplayer,Online Co-Op,Team-Based,Stealth,Funny,Survival,Detective,Strategy,Western,Assassin,Competitive,Casual,Third-Person Shooter,Action RPG,3D,Indie,Third Person"
Subnautica,https://store.steampowered.com/app/264710/Subnautica,"Open World Survival Craft,Survival,Open World,Exploration,Horror,Underwater,Crafting,Base Building,Singleplayer,Adventure,First-Person,Sci-fi,Sandbox,Aliens,Atmospheric,Survival Horror,Multiplayer,Action,Indie,Early Access"
KovaaK's,https://store.steampowered.com/app/824270/KovaaKs,"Action,Shooter,Simulation,FPS,Indie,First-Person,Software Training,Singleplayer,Controller,Multiplayer"
Sun Haven,https://store.steampowered.com/app/1432860/Sun_Haven,"Farming Sim,Pixel Graphics,Multiplayer,RPG,Life Sim,Character Customization,Dating Sim,Relaxing,Agriculture,Adventure,Crafting,Simulation,Singleplayer,Magic,Fantasy,Combat,Mining,Exploration,Fishing,Cooking"
Into the Radius VR,https://store.steampowered.com/app/1012790/Into_the_Radius_VR,"VR,Survival,Atmospheric,Horror,Post-apocalyptic,Open World,Shooter,Singleplayer,Survival Horror,FPS,Exploration,Realistic,First-Person,Indie,Gun Customization,Tactical,Simulation,Physics,Action,Violent"
Unmatched: Digital Edition,https://store.steampowered.com/app/1677980/Unmatched_Digital_Edition,"Casual,Strategy,Board Game,Card Game,Tabletop,Turn-Based Strategy,Card Battler,Turn-Based Tactics,Wargame,3D,Colorful,Comic Book,Stylized,Alternate History,Atmospheric,Dark Fantasy,PvP,Multiplayer,Family Friendly,Singleplayer"
MELTY BLOOD: TYPE LUMINA,https://store.steampowered.com/app/1372280/MELTY_BLOOD_TYPE_LUMINA,"2D Fighter,Anime,Pixel Graphics,PvP,Spectacle fighter,Lore-Rich,Local Multiplayer,Tutorial,Action,Multiplayer,eSports,Vampire,2D,Fighting,Competitive,Arcade,Controller,Singleplayer,PvE,Great Soundtrack"
Amanda the Adventurer,https://store.steampowered.com/app/2166060/Amanda_the_Adventurer,"Horror,First-Person,Old School,1990's,Mystery,Puzzle,Story Rich,Atmospheric,Adventure,Interactive Fiction,Point & Click,Choose Your Own Adventure,3D,Exploration,Dark,Colorful,Psychological Horror,Stylized,Psychological,Supernatural"
MX Bikes,https://store.steampowered.com/app/655500/MX_Bikes,"Motocross,Motorbike,Simulation,Multiplayer,Realistic,Offroad,Racing,Moddable,eSports,VR,Automobile Sim,Controller,Early Access,Bikes,Physics,Difficult,Immersive Sim,3D,First-Person,Third Person"
Kingdoms Reborn,https://store.steampowered.com/app/1307890/Kingdoms_Reborn,"City Builder,Base Building,Colony Sim,Management,Medieval,Strategy,Multiplayer,Economy,Resource Management,Online Co-Op,Simulation,Co-op,PvP,Early Access,3D,Procedural Generation,Singleplayer,Indie,Turn-Based,Building"
Five Nights at Freddy's: Security Breach,https://store.steampowered.com/app/747660/Five_Nights_at_Freddys_Security_Breach,"Horror,Survival Horror,Singleplayer,Robots,Stealth,Multiple Endings,First-Person,Exploration,3D,Action,Adventure,Indie,Artificial Intelligence,Story Rich,Thriller,Action-Adventure,Colorful,Family Friendly,Cartoony,Atmospheric"
Tales of Arise,https://store.steampowered.com/app/740130/Tales_of_Arise,"Anime,JRPG,RPG,Action RPG,Singleplayer,Open World,Action,Fantasy,Story Rich,Third Person,Magic,Combat,Adventure,Controller,Female Protagonist,Romance,Character Customization,Sexual Content,Hack and Slash,Multiplayer"
DRAGON BALL FighterZ,https://store.steampowered.com/app/678950/DRAGON_BALL_FighterZ,"Fighting,Anime,Action,2D Fighter,Multiplayer,Local Multiplayer,Competitive,Controller,Singleplayer,Arcade,PvP,eSports,Difficult,Fast-Paced,Spectacle fighter,Combat,Beat 'em up,Comic Book,Third Person,Adventure"
Stranded Deep,https://store.steampowered.com/app/313120/Stranded_Deep,"Open World Survival Craft,Survival,Multiplayer,Open World,Crafting,First-Person,Adventure,Exploration,Realistic,Singleplayer,Building,Sandbox,Co-op,Simulation,Early Access,Underwater,Action,Atmospheric,Indie,Strategy"
DARK SOULS™ II: Scholar of the First Sin,https://store.steampowered.com/app/335300/DARK_SOULS_II_Scholar_of_the_First_Sin,"Souls-like,Dark Fantasy,RPG,Difficult,Action,Third Person,Atmospheric,Action RPG,Character Customization,Co-op,Multiplayer,Adventure,Fantasy,Medieval,Dark,Singleplayer,Lore-Rich,Story Rich,PvP,Remake"
Dwarf Fortress,https://store.steampowered.com/app/975370/Dwarf_Fortress,"Colony Sim,Indie,Pixel Graphics,Simulation,Procedural Generation,Economy,City Builder,Fantasy,Base Building,Difficult,Survival,2D,Singleplayer,Strategy,Moddable,Medieval,Tactical RPG,RPG,Sandbox,Turn-Based Combat"
STAR WARS™: The Old Republic™,https://store.steampowered.com/app/1286830/STAR_WARS_The_Old_Republic,"Free to Play,Multiplayer,MMORPG,Character Customization,Open World,RPG,Story Rich,Massively Multiplayer,Choices Matter,Sci-fi,Adventure,Space,Action,Third Person,PvP,Atmospheric,Action RPG,Party-Based RPG,Great Soundtrack,CRPG"
"Warhammer 40,000: Inquisitor - Martyr",https://store.steampowered.com/app/527430/Warhammer_40000_Inquisitor__Martyr,"Warhammer 40K,Action RPG,RPG,Hack and Slash,Action,Loot,Adventure,Co-op,Indie,Games Workshop,Violent,Online Co-Op,Isometric,Multiplayer,Gore,Sci-fi,Singleplayer,Open World,Futuristic,Aliens"
Nova Lands,https://store.steampowered.com/app/1501610/Nova_Lands,"Automation,Sandbox,Base Building,Adventure,Open World Survival Craft,Survival,Open World,Resource Management,Pixel Graphics,Crafting,Strategy,Singleplayer,Building,Casual,2D,Exploration,Simulation,Indie,Farming Sim,Multiplayer"
Gloomhaven,https://store.steampowered.com/app/780290/Gloomhaven,"Dark Fantasy,Turn-Based Combat,Card Game,Turn-Based Strategy,Unforgiving,Tactical RPG,Class-Based,Strategy,Difficult,Co-op Campaign,3D,Deckbuilding,RPG,Tactical,Turn-Based Tactics,Turn-Based,Singleplayer,Party-Based RPG,Dungeon Crawler,Board Game"
Road Redemption,https://store.steampowered.com/app/300380/Road_Redemption,"Racing,Action,Motorbike,Indie,Multiplayer,Local Co-Op,Simulation,Adventure,Violent,Arcade,4 Player Local,Singleplayer,Local Multiplayer,Gore,Third Person,Roguelike,Funny,Roguelite,Sports,Shooter"
Backrooms: Escape Together,https://store.steampowered.com/app/2141730/Backrooms_Escape_Together,"Multiplayer,Psychological Horror,Mystery,Survival Horror,Horror,Atmospheric,Early Access,Realistic,Online Co-Op,Procedural Generation,First-Person,Casual,Adventure,Action,Co-op,Exploration,3D,Singleplayer,Action-Adventure,Sci-fi"
Hello Neighbor 2,https://store.steampowered.com/app/1321680/Hello_Neighbor_2,"Adventure,Puzzle,Action-Adventure,First-Person,Horror,Parkour,Colorful,Singleplayer,Atmospheric,Psychological Horror,Action,Family Friendly,Stealth,Survival Horror,Dark,Story Rich,Artificial Intelligence,Sandbox,Thriller,Funny"
Eternal Return,https://store.steampowered.com/app/1049590/Eternal_Return,"Free to Play,Anime,MOBA,Survival,Multiplayer,PvP,Top-Down,Combat,Crafting,Strategy,Tactical,Action,3D,Character Customization,Indie,Early Access,Experimental,Point & Click,MMORPG,Sexual Content"
Jagged Alliance 2 - Wildfire,https://store.steampowered.com/app/215930/Jagged_Alliance_2__Wildfire,"Strategy,RPG,Turn-Based Tactics,Turn-Based Strategy,Turn-Based,Tactical,Singleplayer,Isometric,Tactical RPG,Classic,Action"
Subnautica: Below Zero,https://store.steampowered.com/app/848450/Subnautica_Below_Zero,"Open World Survival Craft,Survival,Underwater,Open World,Singleplayer,Exploration,Horror,Base Building,Adventure,Crafting,First-Person,Survival Horror,Aliens,Sci-fi,Multiplayer,Atmospheric,Story Rich,Early Access,Great Soundtrack,Sandbox"
The Dark Pictures Anthology: Man of Medan,https://store.steampowered.com/app/939850/The_Dark_Pictures_Anthology_Man_of_Medan,"Choices Matter,Horror,Co-op,Adventure,Multiplayer,Cinematic,Story Rich,Gore,Violent,Singleplayer,Atmospheric,Survival Horror,Quick-Time Events,Psychological Horror,Third Person,Local Multiplayer,Action,Nudity,Sexual Content,Female Protagonist"
Dordogne,https://store.steampowered.com/app/1272840/Dordogne,"Adventure,Wholesome,Singleplayer,Nature,Exploration,Casual,Narrative,Family Friendly,Relaxing,Cute,Female Protagonist,Arcade,Funny,Story Rich,Colorful,Hand-drawn,Simulation,RPG,Visual Novel,Sports"
Mortal Online 2,https://store.steampowered.com/app/1170950/Mortal_Online_2,"MMORPG,Sandbox,Open World,PvP,Character Customization,RPG,Exploration,First-Person,Swordplay,Medieval,Fantasy,Magic,Crafting,Survival,Adventure,Old School,Massively Multiplayer,Combat,Multiplayer,Gore"
Starship Troopers: Terran Command,https://store.steampowered.com/app/1202130/Starship_Troopers_Terran_Command,"Strategy,RTS,Singleplayer,Military,Tactical,War,Sci-fi,Resource Management,Real-Time,Wargame,Base Building,Great Soundtrack,Replay Value,Artificial Intelligence,Aliens,Tower Defense,Gore,Multiplayer,Villain Protagonist,Simulation"
Chaos on Deponia,https://store.steampowered.com/app/220740/Chaos_on_Deponia,"Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Indie,Funny,Story Rich,Great Soundtrack,2D,Escape Room,Dark Humor,Hand-drawn,Steampunk,Retro,Classic,Sci-fi,Atmospheric"
TRADER LIFE SIMULATOR,https://store.steampowered.com/app/1415660/TRADER_LIFE_SIMULATOR,"Simulation,Life Sim,Building,Driving,Realistic,Economy,Logic,Sandbox,Survival,Exploration,Open World,First-Person,FPS,Singleplayer,Indie,Physics,Education,VR,3D,Inventory Management"
The Bookwalker: Thief of Tales,https://store.steampowered.com/app/1432100/The_Bookwalker_Thief_of_Tales,"Adventure,Singleplayer,Turn-Based Tactics,Atmospheric,Noir,Isometric,Story Rich,Lore-Rich,Dark Fantasy,Surreal,Mystery,Dystopian,First-Person,Thriller,Detective,Exploration,Narration,Point & Click,Drama,Puzzle"
Sifu,https://store.steampowered.com/app/2138710/Sifu,"Action,Beat 'em up,Martial Arts,Difficult,Third Person,Singleplayer,Crime,Souls-like,Swordplay,Blood,Indie,Dark,Action Roguelike,Dark Fantasy,War,Action RPG,Hack and Slash,Action-Adventure,Arcade,Fighting"
River City Girls 2,https://store.steampowered.com/app/1920480/River_City_Girls_2,"Action,Adventure,Beat 'em up,RPG,Female Protagonist,Action RPG,Collectathon,Exploration,2D,Anime,Colorful,Comic Book,Pixel Graphics,Cute,Comedy,Martial Arts,Memes,Modern,Controller,Open World"
Frostpunk,https://store.steampowered.com/app/323190/Frostpunk,"City Builder,Survival,Resource Management,Strategy,Post-apocalyptic,Steampunk,Colony Sim,Building,Base Building,Simulation,Singleplayer,Management,Choices Matter,Atmospheric,Economy,Dark,Difficult,RTS,Great Soundtrack,Real-Time with Pause"
Runes of Magic,https://store.steampowered.com/app/808290/Runes_of_Magic,"Free to Play,MMORPG,Massively Multiplayer,RPG,Adventure,Action,Fantasy,Multiplayer,Character Customization,PvP,Action RPG,PvE,Online Co-Op,Magic,Mystery Dungeon,Open World"
Two Worlds II HD,https://store.steampowered.com/app/7520/Two_Worlds_II_HD,"RPG,Open World,Fantasy,Third Person,Exploration,Singleplayer,Action RPG,Multiplayer,Adventure,Co-op,Crafting,Story Rich,Action,Hack and Slash,Dark Fantasy,Medieval,Magic,Inventory Management,Atmospheric,Sandbox"
Duck Game,https://store.steampowered.com/app/312530/Duck_Game,"Multiplayer,Funny,Pixel Graphics,Local Multiplayer,Action,2D,4 Player Local,Platformer,Indie,Fast-Paced,Shooter,Comedy,Competitive,Retro,Local Co-Op,Great Soundtrack,Co-op,Memes,Casual,1980s"
SUPERHOT: MIND CONTROL DELETE,https://store.steampowered.com/app/690040/SUPERHOT_MIND_CONTROL_DELETE,"FPS,Time Manipulation,Bullet Time,Shooter,Action Roguelike,Action,Experimental,Difficult,Minimalist,Puzzle,First-Person,Stylized,Dystopian,Atmospheric,Cyberpunk,Beautiful,Singleplayer,Cinematic,Transhumanism,Old School"
STASIS: BONE TOTEM,https://store.steampowered.com/app/1426010/STASIS_BONE_TOTEM,"Point & Click,Adventure,Isometric,Puzzle,Psychological Horror,2.5D,Story Rich,Horror,Sci-fi,Exploration,FMV,Submarine,Atmospheric,Conversation,Investigation,Cinematic,1980s,Survival Horror,Aliens,Singleplayer"
DR LIVESEY ROM AND DEATH EDITION,https://store.steampowered.com/app/2181930/DR_LIVESEY_ROM_AND_DEATH_EDITION,"Action,Cartoon,Spectacle fighter,Hand-drawn,Difficult,Roguelike,Retro,Dungeon Crawler,Beat 'em up,Singleplayer,Procedural Generation,Atmospheric,Looter Shooter,Combat,Dark,Shoot 'Em Up,RPG,Adventure,Comedy,2D"
FOREWARNED,https://store.steampowered.com/app/1562420/FOREWARNED,"Horror,Online Co-Op,Survival Horror,Co-op,Multiplayer,Psychological Horror,VR,PvE,Survival,Asymmetric VR,Action-Adventure,Atmospheric,Dark,PvP,Exploration,First-Person,Adventure,Action,3D,Early Access"
The Mortuary Assistant,https://store.steampowered.com/app/1295920/The_Mortuary_Assistant,"Horror,Supernatural,Demons,Mystery,Atmospheric,Surreal,Simulation,Adventure,Singleplayer,Indie,First-Person,Dark,Exploration,3D,Realistic,Thriller,Hidden Object,Female Protagonist,Medical Sim,Multiplayer"
The Legend of Heroes: Trails into Reverie,https://store.steampowered.com/app/1668540/The_Legend_of_Heroes_Trails_into_Reverie,"RPG,JRPG,Party-Based RPG,Anime,Story Rich,3D,Turn-Based Combat,Singleplayer,Great Soundtrack,Sexual Content"
Goat Simulator,https://store.steampowered.com/app/265930/Goat_Simulator,"Simulation,Funny,Comedy,Open World,Sandbox,Physics,Destruction,Casual,Indie,Action,Memes,Singleplayer,Third Person,Co-op,Local Multiplayer,Dark Humor,3D,Cute,Exploration,Arcade"
Stronghold HD,https://store.steampowered.com/app/40950/Stronghold_HD,"Real Time Tactics,City Builder,Colony Sim,Sandbox,Building,Medieval,Tower Defense,Economy,Base Building,RTS,Strategy,2D,Isometric,Funny,Historical,Simulation,Open World,Atmospheric,Comedy,Resource Management"
